time,AC,ACEN,AEV,AGI,ALI,AREIT,BDO,BLOOM,BPI,CBC,CNPF,CNVRG,DMC,EMI,GLO,GTCAP,ICT,JFC,JGS,LTG,MBT,MER,MONDE,PGOLD,SCC,SM,SMC,SMPH,TEL,URC
2011-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,242.15504106,,,,
2011-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,245.63095073,,,,
2011-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,254.43658859,,,,
2011-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,250.49722428,,,,
2011-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,253.97313397,,,,
2011-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,254.20486128,,,,
2011-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,253.97313397,,,,
2011-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,255.13177053,,,,
2011-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,255.36349784,,,,
2011-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,255.36349784,,,,
2011-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,256.05867977,,,,
2011-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,258.14422558,,,,
2011-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,255.82695246,,,,
2011-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,256.05867977,,,,
2011-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,259.76631677,,,,
2011-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,264.63259032,,,,
2011-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,264.63259032,,,,
2011-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,257.68077096,,,,
2011-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,258.14422558,,,,
2011-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,259.07113483,,,,
2011-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,258.83940752,,,,
2011-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,256.98558902,,,,
2011-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,254.43658859,,,,
2011-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,249.33858772,,,,
2011-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,248.17995116,,,,
2011-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,249.33858772,,,,
2011-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,247.48476923,,,,
2011-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,243.54540493,,,,
2011-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,245.63095073,,,,
2011-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,243.31367762,,,,
2011-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,240.06949525,,,,
2011-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,243.31367762,,,,
2011-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,247.48476923,,,,
2011-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,247.25304192,,,,
2011-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,247.0213146,,,,
2011-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,245.39922342,,,,
2011-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,244.93576879,,,,
2011-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,241.45985912,,,,
2011-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,240.9964045,,,,
2011-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,240.53294987,,,,
2011-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,238.91085869,,,,
2011-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,243.08195031,,,,
2011-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,246.09440535,,,,
2011-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,253.74140665,,,,
2011-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,254.90004321,,,,
2011-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,259.07113483,,,,
2011-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,265.55949957,,,,
2011-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,271.35268236,,,,
2011-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,268.80368194,,,,
2011-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,266.48640882,,,,
2011-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,266.48640882,,,,
2011-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,269.96231849,,,,
2012-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,268.34022732,,,,
2012-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,267.87677269,,,,
2012-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,269.73059118,,,,
2012-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,264.40086301,,,,
2012-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,259.07113483,,,,
2012-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,268.34022732,,,,
2012-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,264.1691357,,,,
2012-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,275.75550129,,,,
2012-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,282.93904797,,,,
2012-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,278.53622904,,,,
2012-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,278.07277441,,,,
2012-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,282.70732066,,,,
2012-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,285.4880484,,,,
2012-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,289.1956854,,,,
2012-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,289.65914002,,,,
2012-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,289.65914002,,,,
2012-01-25,,,,,,,,,,,,,3.18515682,,,,,,24.58359939,,,,,,5.72729938,287.3418669,,,,
2012-01-26,,,,,,,,,,,,,3.105888,,,,,,23.87615854,2.08835727,,,,,5.7021355,289.65914002,,,,
2012-01-27,,0.83167344,,,,,,,39.10852778,,,,3.19956937,,,,,,23.92037276,2.07841271,,,,,5.68703692,288.26877615,,,,
2012-01-30,,0.8251271,,,,,,,39.14103629,14.69383907,,,3.18155377,,,,,,24.22987941,2.07344043,,,,15.34586857,5.66187304,282.70732066,,10.61683786,,
2012-01-31,312.33154203,0.83821978,28.32699324,9.42682394,15.08139719,,34.90506362,,39.43361944,14.69383907,,,3.31486901,,597.25597542,,38.4173945,84.09030879,24.58359939,2.07841271,31.34828803,140.37778664,,15.61649072,5.67193834,287.80532152,,11.38013993,,
2012-02-01,321.93626138,0.83821978,28.59806631,9.40968426,15.26927331,,35.16707052,,39.72619932,14.6583467,,,3.32928156,,610.07262726,,38.99999755,85.12208911,25.06996647,2.06349587,32.60883393,135.96276461,,15.28219277,5.63167638,289.89086733,,11.10257554,,
2012-02-02,344.1694286,0.86442115,29.41128212,9.18686842,16.20865904,,35.77841799,,40.44140293,14.7648238,,,3.36891579,,608.02196296,,39.54832721,85.98190819,25.20261179,2.11321866,33.47674881,140.37778664,,15.28219277,5.74742998,313.75878047,,11.08869732,,
2012-02-03,337.05481509,0.84477413,28.66583288,9.01547162,15.88414426,,35.60374771,,41.9368239,14.79321733,,,3.34729715,,603.4079683,,39.4455139,85.98190819,22.32862975,2.09830182,33.22877372,138.97301032,,15.66424677,5.67697162,301.70896024,,10.82501115,,
2012-02-06,346.83740867,0.85786681,30.05507473,9.16972874,15.96954374,,35.89486583,,43.43224748,14.83580853,,,3.37972529,,611.0979594,,39.51405725,85.12208911,22.32862975,2.08835727,34.923275,139.47471794,,16.27712714,5.6920697,303.56277874,,10.89440225,,
2012-02-07,343.28010191,0.84477413,28.59806631,8.87835418,16.08910096,,35.72019262,,41.9368239,14.90679326,,,3.3509002,,594.69264506,,39.06853747,84.26227003,22.15176843,2.07841271,34.46865331,135.46105699,,16.23732897,5.64677446,313.29532584,,10.33927347,,
2012-02-08,345.94808198,0.83167344,29.4790487,8.89549386,16.12325956,,35.86575168,,42.26191556,15.00617152,,,3.3509002,,594.69264506,,39.27416067,84.04731526,23.43400746,2.08835727,34.2826693,137.46788747,,16.63530272,5.68200414,320.71059982,,10.82501115,,
2012-02-09,340.61212185,0.8251271,29.07244248,8.8612145,16.31113739,,35.66197017,,42.00184093,15.04876272,,,3.29325038,,588.0279861,,39.41124394,85.895928,23.25714614,2.07344043,33.27010221,135.96276461,,16.95368092,5.63670916,318.39332671,,10.89440225,,
2012-02-10,343.45797614,0.8251271,28.97078924,9.13544938,16.37945629,,36.33154302,,43.23719054,15.04876272,,,3.27883783,,588.54065218,,39.06853747,85.12208911,23.16871769,2.07841271,33.43542032,136.96617985,,18.22719772,5.64174193,308.19732498,,11.33850527,,
2012-02-13,354.84134887,0.81202642,29.07244248,9.30684618,16.31113739,,36.7682202,,44.27748254,15.33270163,,,3.3400907,,602.89530223,,39.06853747,85.55199865,23.21293192,2.07841271,33.7247239,136.46447223,,17.47104839,5.64677446,301.0137783,,10.96379335,,
2012-02-14,346.83740867,0.76618602,28.76748613,9.18686842,16.24281849,,37.46690137,,44.86264882,15.2617169,,,3.28604392,,599.81930579,,39.41124394,85.46601846,22.77078083,2.07344043,33.47674881,135.46105699,,17.1526678,5.56121752,300.08686905,,10.7833765,,
2012-02-15,338.83346847,0.73999265,28.93690595,9.16972874,16.07202124,,37.08844955,,44.50504605,15.19073217,,,3.29685342,,614.17395584,,39.17135078,84.86414081,22.77078083,2.06846815,33.89004201,135.46105699,,17.07307464,5.54611894,299.15995981,,10.82501115,1195.71857379,
2012-02-16,338.83346847,0.73999265,29.4790487,9.10117002,16.39653687,,36.73910606,,43.17217351,15.40368636,,,3.30766292,,614.68662192,,39.06853747,83.23048971,22.72656661,2.06846815,33.39409141,133.55457306,,17.35165467,5.30957872,299.39168712,,10.88052403,1203.55649598,
2012-02-17,353.95202218,0.75963968,30.49556762,9.22114778,17.50671814,,37.43779246,,44.47254013,15.60954173,,,3.29325038,,639.80725951,,39.75395041,85.895928,22.6381355,2.06349587,33.9313705,134.75867135,,17.35165467,5.44546342,301.24550562,,11.24135843,1244.48786741,
2012-02-20,359.28798231,0.80548007,31.7831596,9.08403034,18.36070439,,39.44650578,,45.38279743,15.68762528,,,3.32928156,,635.19326485,,39.41124394,86.84172727,22.59391951,2.06349587,35.12992159,134.45764176,,17.11287122,5.44043089,299.85514174,,12.143442,1230.55378352,
2012-02-21,357.3314547,0.83167344,32.8674451,9.08403034,17.67751624,,39.12627409,,44.86264882,15.54565582,,,3.3400907,,631.77117015,,40.78206982,85.98190819,22.10755421,2.06846815,34.7992858,132.9525189,,17.31185809,5.4706273,296.61095937,,11.65770363,1226.1993823,
2012-02-22,351.28404211,0.83167344,34.5616433,9.42682394,17.7202147,,38.98071503,,44.53755717,15.68762528,,,3.43737512,,623.87403053,,41.53602268,89.42118452,22.81499505,2.06349587,34.75795689,132.9525189,,18.50577934,5.56121752,290.12259464,,11.7826083,1239.26258595,
2012-02-24,350.39471542,0.83167344,37.13682389,9.40968426,17.04556471,,37.8453561,,43.75733914,15.65213292,,,3.38693138,,605.4473714,,39.75395041,85.98190819,22.01912399,2.04857903,34.36533001,134.95934938,,16.71489747,5.53605364,285.02459378,,11.44953103,1231.42466376,
2012-02-27,348.61606205,0.84576636,32.93521167,9.3754049,16.90892691,,37.49601551,,44.1799544,15.61664055,,,3.41575648,,600.18261165,,38.38312453,84.26227003,21.75383333,2.03863447,33.22877372,132.9525189,,16.63530272,5.48572588,284.79286647,,11.24135843,1219.23234036,
2012-02-28,347.54886113,0.83899435,31.51208654,9.61536042,17.3786202,,37.49601551,,44.01740856,15.68762528,,,3.37251884,,594.9178519,,38.86291428,85.55199865,21.88647867,2.03863447,33.47674881,128.23647231,,16.91388434,5.53605364,284.09768453,,11.15808842,1241.00434643,
2012-02-29,356.62000225,0.85929386,32.32530235,9.8038969,17.50671814,,38.13647422,,43.36722525,15.65213292,,,3.48061239,,610.71213115,,40.43936335,84.26227003,22.90342615,2.03863447,33.8952082,132.25013325,,16.99347909,5.56121752,295.45232281,,11.35238419,1244.48786741,
2012-03-01,362.84528907,0.84576636,32.73190856,10.1466905,17.16512364,,38.71871047,,45.51283214,15.65213292,,,3.56708731,,615.9768909,,40.43936335,85.98190819,22.46127507,2.03863447,35.15058629,132.9525189,,17.31185809,5.48572588,295.2205955,,11.44953103,1241.00434643,
2012-03-02,377.07451609,0.84576636,33.81619745,10.26666826,18.0319341,,38.95160613,,46.81319878,15.68762528,,,3.55988122,,625.45345845,,40.37082343,88.56136544,22.46127507,2.0088008,35.33889174,132.9525189,,17.39145284,5.55618474,299.62341443,,11.68546076,1248.84226862,
2012-03-05,383.29980291,0.85253011,33.88396402,10.30094762,18.97646398,,38.31114684,,46.48810712,15.72311765,,,3.55988122,,626.5064104,,40.78206982,88.99127498,22.10755421,2.01377308,34.73212693,133.65490455,,17.67003526,5.56121752,298.00132325,,11.65770363,1249.71314886,
2012-03-06,377.96384278,0.85253011,33.44347113,10.09527146,18.33246633,,38.34025574,,46.06548666,15.75861001,,,3.54186562,,622.82107858,,40.33655004,88.99127498,21.93069288,1.99388396,34.52289724,137.56823401,,18.14760217,5.53605364,296.61095937,,11.40789706,1214.87793914,
2012-03-07,366.40259582,0.84576636,33.54512438,10.02671274,17.90313457,,37.8453561,,46.42309009,15.72311765,,,3.64635577,,619.66222273,,39.71968045,86.0678901,21.79804845,1.98891168,34.33459179,134.45764176,,17.74962842,5.63670916,289.65914002,,11.2829924,1201.81473549,
2012-03-08,370.84922927,0.85929386,33.85008073,10.28380794,17.64553465,,38.36936988,,46.48810712,15.72311765,,,3.63914968,,627.03288638,,40.30228008,86.41181773,22.10755421,1.97896712,34.4601275,136.46447223,,17.51084497,5.76252856,294.29368626,,11.43565281,1198.33121452,
2012-03-09,368.1812492,0.85929386,33.85008073,10.36950633,18.0319341,,38.36936988,,46.84570989,15.72311765,,,3.67157782,,627.55936235,,39.41124394,88.47538353,22.41705996,1.9839394,34.27182247,136.86583331,,17.11287122,5.88834796,296.61095937,,11.24135843,1200.94385525,
2012-03-12,367.46979674,0.85253011,33.81619745,10.12955082,18.0319341,,38.16558777,,46.84570989,15.75861001,,,3.66797477,,630.19174223,,39.41124394,88.56136544,22.19598442,1.98891168,34.4601275,136.86583331,,17.03327647,6.04939654,296.61095937,,11.26911418,1200.94385525,
2012-03-13,367.29192251,0.84576636,33.80219839,10.38664601,17.73140186,,39.00982859,,48.89378344,15.80120121,,,3.66076832,,631.77117015,,39.20562075,90.71091314,22.72656661,1.94416117,36.11304407,135.36071045,,16.87408777,6.02423266,305.41659723,,11.32462705,1201.81473549,
2012-03-14,369.07057589,0.85253011,34.08213518,10.62660153,18.46126586,,39.59206484,26.79914486,49.08884038,15.90057947,,,3.74003714,,611.23860712,,39.85676372,91.57073222,23.47822168,1.95410573,36.23857979,135.26037896,,16.75469405,6.11482288,298.92823249,,11.54667787,1206.16913671,
2012-03-15,360.177309,0.83899435,34.64200528,11.34646809,17.81726821,,39.59206484,25.8452779,48.95880567,15.8792837,,,3.88776493,,630.19174223,,41.53602268,90.62493123,23.655083,1.95410573,36.9499628,130.44398081,,16.15773342,6.12992146,292.43986776,,11.32462705,1222.04574914,
2012-03-16,376.1851894,0.84576636,35.20187537,11.12365225,18.84766531,,40.17430109,38.65435889,48.43865707,16.29099549,,,3.96343034,,630.7182182,,42.83830863,102.74838029,24.45095495,1.97399484,37.45211277,130.94568843,,16.99347909,6.17018342,294.29368626,,12.62918037,1240.19045217,
2012-03-19,376.1851894,0.84576636,34.74698245,11.32932841,18.33246633,,39.59206484,35.42937795,48.95880567,16.57493441,,,3.92379611,,629.13879028,,42.4613322,102.31847075,24.36252385,2.01874536,37.66134245,137.16685788,,17.19246597,6.24064228,295.2205955,,12.43488461,1219.32404368,
2012-03-20,376.00731517,0.85929386,34.57202283,11.22649033,18.41833354,,38.95160613,31.7955956,49.05632927,16.75239623,,,3.88776493,,610.18565517,,43.1810151,99.7390135,24.71624648,1.96405029,36.86626883,135.58789524,,17.11287122,6.17521594,298.92823249,,11.97690337,1208.43722187,
2012-03-21,368.89270166,0.89312915,33.87218434,11.05509353,18.2895323,,38.71871047,32.24981839,47.78847375,16.6814115,,,3.92739916,,600.18261165,,43.14674514,102.49043456,24.67203049,1.94416117,36.78257863,132.63367858,,17.90881872,6.2154784,294.29368626,,11.81036473,1176.68399156,
2012-03-22,368.1812492,0.88635713,34.64200528,11.14079193,18.16073363,,38.42759234,32.38608705,49.05632927,16.71690387,,,3.83371815,,605.4473714,,43.1810151,100.59883258,24.76046071,1.94913345,36.61519405,132.4299453,,17.51084497,6.12488818,293.36677701,,11.51892213,1179.40569702,
2012-03-23,368.1812492,0.87282963,34.29208603,11.26076969,18.11780045,,38.89338308,32.24981839,48.76374873,16.6814115,,,3.93820866,,605.4473714,,42.49560216,97.15955626,24.76046071,1.94416117,36.71980889,132.4299453,,17.03327647,6.13998676,296.61095937,,11.51892213,1179.40569702,
2012-03-26,368.1812492,0.87282963,33.03237745,11.05509353,17.81726821,,38.86426953,32.70404119,47.46338209,16.64591914,,,3.95262084,,589.65309214,,42.6669554,97.15955626,24.67203049,1.94416117,35.98750501,131.92059935,,17.11287122,6.11482288,296.84268669,,11.60219075,1210.25169217,
2012-03-27,365.69114337,0.87282963,34.29208603,11.14079193,17.90313457,,39.03894214,30.97799275,47.13829043,16.75239623,,,3.9490178,,590.70604409,,43.59226149,97.07357435,25.82162419,1.92924433,36.82442373,132.93929124,,17.27206151,6.24064228,305.88005186,,11.65770363,1211.15892732,
2012-03-28,354.84134887,0.86605761,34.64200528,10.95225545,17.90313457,,39.24272425,30.70545999,46.81319878,16.71690387,,,3.8481307,,592.28547202,,43.76361473,90.71091314,26.21955928,1.91432749,36.82442373,132.4299453,,17.11287122,6.26077339,308.42905229,,11.38013993,1221.13851399,
2012-03-29,360.177309,0.85253011,34.71198773,10.86655705,17.86020053,,38.95160613,30.43292722,47.3658533,16.6814115,,,3.86614629,,594.9178519,,43.76361473,98.01937534,27.8555183,1.93421661,36.80349951,130.90190747,,16.87408777,6.18024922,307.27041573,,11.51892213,1212.97339762,
2012-03-30,361.6002406,0.85929386,35.06190697,10.79799833,17.81726821,,38.54403784,30.38750585,48.11356541,16.78788859,,,3.89136797,,597.0237558,,44.89454745,100.59883258,26.97121613,1.91432749,36.55242431,133.44863718,,16.23732897,6.16011787,305.88005186,,11.72709542,1224.76745459,
2012-04-02,361.06663569,0.84576636,35.30685254,10.43806505,17.55967001,,38.13647422,30.52376996,49.21887509,16.85887332,,,3.84452729,,593.33842397,,44.86027474,101.45865167,26.39641972,1.93421661,36.51057921,132.93929124,,16.47611402,6.24064228,315.14914434,,11.7132165,1222.95298429,
2012-04-03,366.40259582,0.84576636,34.29208603,10.55804281,17.55967001,,35.48729987,28.16181325,47.46338209,16.89436569,,,3.87335238,,589.65309214,,46.09402009,97.15955626,26.88278591,1.90438294,36.25950443,130.39256152,,17.27206151,6.23560951,296.61095937,,11.58831392,1217.50957338,
2012-04-04,364.62394245,0.85253011,34.9569333,10.47234441,17.21620289,,35.07973392,27.52590043,46.81319878,16.89436569,,,3.9310022,,587.02071227,,46.47099926,100.59883258,26.44063482,1.91432749,36.07119562,132.4299453,,17.11287122,6.24064228,298.69650518,,11.51892213,1206.62275156,
2012-04-10,360.71091391,0.84576636,34.29208603,10.18096986,17.55967001,,36.24420642,27.02625626,47.46338209,17.01503938,,,3.84452729,,584.91480837,,46.47099926,98.79321251,26.08691396,1.91432749,35.98750501,133.44863718,,17.11287122,6.2054131,298.92823249,,11.58831392,1192.10698914,
2012-04-11,361.95596238,0.84576636,34.36206848,10.11241114,17.73140186,,36.62266114,24.98225369,47.13829043,16.96535042,,,3.84452729,,588.60014019,,46.53953987,98.79321251,25.99848374,1.98891168,35.98750501,132.4299453,,16.87408777,6.24064228,298.46477787,,11.31074814,1188.47804853,
2012-04-12,369.07057589,0.84576636,34.36206848,10.3180873,17.73140186,,37.00111295,23.16536251,47.43087098,17.02213856,,,3.8193056,,593.33842397,,46.60807979,98.87919442,27.63444275,1.90438294,36.15488959,132.53181958,,17.35165467,6.2255437,299.39168712,,11.31074814,1189.38528368,
2012-04-13,377.96384278,0.8322306,34.46704565,10.38664601,17.86020053,,36.85555389,19.07735736,47.95101958,17.10731988,,,3.92019307,,597.0237558,,47.29349273,98.79321251,29.62412263,1.89443838,36.82442373,133.44863718,,17.78942659,6.17521594,301.70896024,,11.44953103,1181.22016732,
2012-04-16,385.96778298,0.8187031,34.50203688,10.3180873,18.11780045,,37.64157457,17.71468898,48.56869178,17.46224353,,,4.17961745,,599.1296597,,47.22495281,98.01937534,29.22618578,1.89941066,36.71980889,132.02247363,,18.26699589,6.16011787,305.88005186,,11.43565281,1167.61164005,
2012-04-17,382.23260199,0.84576636,34.29208603,10.54090313,18.50419818,,38.71871047,14.51696051,48.76374873,17.60421299,,,4.13638018,,598.60318372,,46.95078626,97.84741152,30.15470217,1.97896712,37.59857271,133.44863718,,18.02821084,6.16515064,310.5145981,,11.54667787,1174.86952126,
2012-04-18,377.25239032,0.83899435,34.99192452,10.93511577,18.80473127,,39.27183315,12.26401545,48.82876576,17.78167481,,,4.26609237,,589.65309214,,46.7108931,94.58009901,29.75676973,1.96902256,38.89579631,133.95798313,,18.70476622,6.20037982,315.14914434,,11.54667787,1166.70440489,
2012-04-19,377.78596855,0.8322306,35.0969017,10.86655705,18.50419818,,39.00982859,10.71965795,48.76374873,18.17209083,,,4.15079236,,589.65309214,,46.53953987,96.29973717,30.15470217,,38.45641607,133.65237047,,18.70476622,6.01416736,315.38087165,,11.51892213,1156.72481823,
2012-04-20,370.13777681,0.83899435,34.36206848,10.57518249,18.50419818,,39.99962846,13.62668383,49.08884038,18.7044763,,,4.16520491,,580.70300057,404.10530297,46.33391325,93.72027993,30.06627372,1.92427205,37.87057213,132.4299453,,18.30679247,6.15005206,315.38087165,,11.51892213,1156.72481823,
2012-04-23,370.49350749,0.83899435,34.22210358,10.47234441,18.50419818,,39.99962846,11.8824683,49.51146084,18.73996866,,,4.24447373,,584.38833239,404.26958163,46.53953987,96.29973717,29.62412263,1.91432749,37.66134245,133.44863718,,18.90375309,6.15508534,320.71059982,,11.58831392,1154.91034792,
2012-04-24,372.62788265,0.85929386,34.99192452,10.47234441,18.89059762,,39.59206484,10.71965795,49.51145969,18.63349157,,,4.24447373,,587.02071227,403.44822939,46.81370573,96.29973717,29.62412263,1.89941066,37.43118855,131.41125341,,18.78436097,6.17018342,318.85678133,,11.6438268,1160.35375883,
2012-04-25,380.80969708,0.85929386,34.99192452,10.91797609,18.46126586,,39.18450121,10.53796883,49.41210427,18.63349157,,,4.5399293,,584.38833239,421.35370005,47.29349273,97.33152007,30.06627372,1.8894661,38.20534087,130.39256152,,19.26193026,6.16515064,316.07605359,,11.79648651,1170.3333455,
2012-04-26,380.63182285,0.84576636,35.0969017,10.86655705,18.54713221,,38.86426953,10.57430665,49.61081512,18.63349157,,,4.36337642,,589.65309214,417.24693884,47.91036575,95.69786382,29.66833686,1.90935521,38.74933595,133.3467629,,19.10273997,6.16011787,323.02787294,,11.58831392,1171.24058065,
2012-04-27,380.63182285,0.84576636,35.0969017,10.52376345,18.0319341,,38.68959691,10.90134706,48.0211482,18.63349157,,,4.35977338,,589.65309214,412.72950151,46.26537332,93.29037039,29.18197155,1.89941066,38.49826117,130.90190747,,18.94354967,6.21044563,323.49132757,,11.58831392,1172.1478158,
2012-04-30,382.41047622,0.85253011,35.69176301,10.59232217,18.41833354,,38.54403784,10.90134706,48.81597901,18.45602975,,,4.30212355,,590.70604409,418.06829108,47.06126234,96.38571908,29.44726132,1.89941066,38.24718639,134.36545479,,19.26193026,6.3412978,323.95478219,,11.58831392,1173.96228611,
2012-05-02,393.97172318,0.84576636,35.83173141,11.14079193,18.33246633,,38.71871047,8.18509475,49.64392984,18.38504502,,,4.46786693,,580.17652459,418.88964332,47.26888763,95.43991809,30.24313504,1.90438294,38.30995572,133.44863718,,19.85889088,6.41175667,324.41823682,,11.60219075,1157.63205338,
2012-05-03,411.40253518,0.84576636,37.09143999,11.48358553,18.80473127,,38.77693292,8.53938853,49.64392984,18.49152211,,,4.49669202,,584.91480837,411.08679702,48.44541711,97.07357435,31.39272697,1.8894661,38.60287601,132.93929124,,19.89868746,6.41678944,329.05278306,,11.61606966,1166.70440489,
2012-05-04,403.75431676,0.86605761,37.72129603,11.48358553,18.89059762,,39.00982859,8.81192221,48.41856327,18.73996866,,,4.49308862,,590.17956812,420.12167168,51.21372666,95.93275246,31.39272697,1.8894661,38.49826117,133.95798313,,19.69970059,6.36646168,323.49132757,,11.6438268,1163.98269944,
2012-05-07,398.41835662,0.85253011,37.16142244,11.15793161,18.80473127,,38.10736066,8.72107765,47.06072723,18.81095339,,,4.47146998,,586.49423629,410.6761209,51.2483326,95.93275246,30.06627372,1.8894661,37.66134245,132.22621201,,18.98334784,6.33626503,320.24714521,,11.24135843,1157.63205338,
2012-05-08,408.02307597,0.86605761,36.91648037,11.22649033,18.2895323,,38.10736066,8.85734449,47.32566751,19.13038468,,,4.54353235,,581.75595252,413.14017763,51.42135195,95.93275246,30.95057588,1.87952154,37.66134245,132.32807101,,19.81909271,6.44195332,324.41823682,,11.10257554,1150.37417217,
